# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = prophet_model
# start_datetime = 2024-05-10 13:48:15 UTC
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     jacobian = 0 (Default)
#     iter = 10000
#     save_iterations = 0 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmpf3zz04sq/qcesy2s7.json
# init = /tmp/tmpf3zz04sq/xn76ohj9.json
# random
#   seed = 33853
# output
#   file = /tmp/tmpf3zz04sq/prophet_model1w6_a2mz/prophet_model-20240510134815.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = --filename-in-msg=prophet.stan
lp__,k,m,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,delta.23,delta.24,delta.25,sigma_obs,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,trend.1,trend.2,trend.3,trend.4,trend.5,trend.6,trend.7,trend.8,trend.9,trend.10,trend.11,trend.12,trend.13,trend.14,trend.15,trend.16,trend.17,trend.18,trend.19,trend.20,trend.21,trend.22,trend.23,trend.24,trend.25,trend.26,trend.27,trend.28,trend.29,trend.30,trend.31,trend.32,trend.33,trend.34,trend.35,trend.36,trend.37,trend.38,trend.39,trend.40,trend.41,trend.42,trend.43,trend.44,trend.45,trend.46,trend.47,trend.48,trend.49,trend.50,trend.51,trend.52,trend.53,trend.54,trend.55,trend.56,trend.57,trend.58,trend.59,trend.60,trend.61,trend.62,trend.63,trend.64,trend.65,trend.66,trend.67,trend.68,trend.69,trend.70,trend.71,trend.72,trend.73,trend.74,trend.75,trend.76,trend.77,trend.78,trend.79,trend.80,trend.81,trend.82,trend.83,trend.84,trend.85,trend.86,trend.87,trend.88,trend.89,trend.90,trend.91,trend.92,trend.93,trend.94,trend.95,trend.96,trend.97,trend.98,trend.99,trend.100,trend.101,trend.102,trend.103,trend.104,trend.105,trend.106,trend.107,trend.108,trend.109,trend.110,trend.111,trend.112,trend.113,trend.114,trend.115,trend.116,trend.117,trend.118,trend.119,trend.120,trend.121,trend.122,trend.123,trend.124,trend.125,trend.126,trend.127,trend.128,trend.129,trend.130,trend.131,trend.132,trend.133,trend.134,trend.135,trend.136,trend.137,trend.138,trend.139,trend.140,trend.141,trend.142,trend.143,trend.144,trend.145,trend.146,trend.147,trend.148,trend.149,trend.150,trend.151,trend.152,trend.153,trend.154,trend.155,trend.156,trend.157,trend.158,trend.159,trend.160,trend.161,trend.162,trend.163,trend.164,trend.165,trend.166,trend.167,trend.168,trend.169,trend.170,trend.171,trend.172,trend.173,trend.174,trend.175,trend.176,trend.177,trend.178,trend.179,trend.180,trend.181,trend.182,trend.183,trend.184,trend.185,trend.186,trend.187,trend.188,trend.189,trend.190,trend.191,trend.192,trend.193,trend.194,trend.195,trend.196,trend.197,trend.198,trend.199,trend.200,trend.201,trend.202,trend.203,trend.204,trend.205,trend.206,trend.207,trend.208,trend.209,trend.210,trend.211,trend.212,trend.213,trend.214,trend.215,trend.216,trend.217,trend.218,trend.219,trend.220,trend.221,trend.222,trend.223,trend.224,trend.225,trend.226,trend.227,trend.228,trend.229,trend.230,trend.231,trend.232,trend.233,trend.234,trend.235,trend.236,trend.237,trend.238,trend.239,trend.240,trend.241,trend.242,trend.243,trend.244,trend.245,trend.246,trend.247,trend.248,trend.249,trend.250,trend.251,trend.252,trend.253,trend.254,trend.255,trend.256,trend.257,trend.258,trend.259,trend.260,trend.261,trend.262,trend.263,trend.264,trend.265,trend.266,trend.267,trend.268,trend.269,trend.270,trend.271,trend.272,trend.273,trend.274,trend.275,trend.276,trend.277,trend.278,trend.279,trend.280,trend.281,trend.282,trend.283,trend.284,trend.285,trend.286,trend.287,trend.288,trend.289,trend.290,trend.291,trend.292,trend.293,trend.294,trend.295,trend.296,trend.297,trend.298,trend.299,trend.300,trend.301,trend.302,trend.303,trend.304,trend.305,trend.306,trend.307,trend.308,trend.309,trend.310,trend.311,trend.312,trend.313,trend.314,trend.315,trend.316,trend.317,trend.318,trend.319,trend.320,trend.321,trend.322,trend.323,trend.324,trend.325,trend.326,trend.327,trend.328,trend.329,trend.330,trend.331,trend.332,trend.333,trend.334,trend.335,trend.336,trend.337,trend.338,trend.339,trend.340,trend.341
1875.53,-0.541623,0.994099,0.441051,0.456913,-0.12327,-0.215344,-0.348063,0.563305,-0.344391,2.36314e-08,0.122949,-0.0917255,0.197547,0.157329,-0.386518,-6.56929e-05,-3.31715e-09,0.245181,-0.172332,-4.90116e-09,0.286174,-0.084,-0.37481,0.315294,-0.0394447,-0.0368087,-0.0193697,0.00184795,-0.000345408,1.98301e-05,4.46627e-05,-0.000111008,-2.33201e-05,-2.511e-06,0.994099,0.992506,0.990913,0.98932,0.987727,0.986134,0.984541,0.982948,0.981355,0.979762,0.978169,0.976576,0.97628,0.975984,0.975688,0.975392,0.975097,0.974801,0.974505,0.974209,0.973913,0.973618,0.973322,0.97437,0.975418,0.976466,0.977514,0.978562,0.97961,0.980658,0.981706,0.982754,0.983802,0.98485,0.985536,0.986221,0.986907,0.987592,0.988278,0.988963,0.989649,0.990334,0.99102,0.991705,0.991758,0.99181,0.991862,0.991914,0.991966,0.992018,0.99207,0.992123,0.992175,0.992227,0.992279,0.991307,0.990336,0.989364,0.988393,0.987421,0.986449,0.985478,0.984506,0.983535,0.982563,0.981592,0.982277,0.982962,0.983647,0.984332,0.985018,0.985703,0.986388,0.987073,0.987758,0.988444,0.989129,0.988801,0.988473,0.988146,0.987818,0.98749,0.987163,0.986835,0.986507,0.986179,0.985852,0.985524,0.985196,0.984869,0.984541,0.984213,0.983885,0.983558,0.98323,0.982902,0.982575,0.982247,0.981919,0.981953,0.981987,0.982021,0.982055,0.982089,0.982123,0.982157,0.98219,0.982224,0.982258,0.982022,0.981786,0.981551,0.981315,0.981079,0.980843,0.980607,0.980371,0.980135,0.979899,0.979664,0.980009,0.980354,0.980699,0.981044,0.981389,0.981734,0.98208,0.982425,0.98277,0.983115,0.98346,0.984268,0.985076,0.985884,0.986692,0.987499,0.988307,0.989115,0.989923,0.990731,0.991539,0.992347,0.992018,0.991689,0.99136,0.991031,0.990702,0.990373,0.990044,0.989715,0.989386,0.989057,0.988728,0.988399,0.98807,0.987741,0.987412,0.987083,0.986754,0.986424,0.986095,0.985766,0.985437,0.985108,0.984779,0.98445,0.984121,0.983791,0.983462,0.983133,0.982804,0.982475,0.982146,0.981817,0.982209,0.982601,0.982993,0.983385,0.983777,0.984168,0.98456,0.984952,0.985344,0.985736,0.986128,0.986014,0.985899,0.985784,0.985669,0.985554,0.985439,0.985324,0.985209,0.985095,0.98498,0.984865,0.98475,0.984635,0.98452,0.984405,0.98429,0.984176,0.984061,0.983946,0.983831,0.983716,0.983601,0.984328,0.985055,0.985782,0.986508,0.987235,0.987962,0.988689,0.989416,0.990143,0.990869,0.991596,0.992076,0.992556,0.993035,0.993515,0.993995,0.994475,0.994954,0.995434,0.995914,0.996394,0.996874,0.996251,0.995628,0.995006,0.994383,0.99376,0.993138,0.992515,0.991892,0.99127,0.990647,0.990952,0.991257,0.991561,0.991866,0.992171,0.992475,0.99278,0.993085,0.99339,0.993694,0.993999,0.994188,0.994376,0.994565,0.994754,0.994942,0.995131,0.99532,0.995509,0.995697,0.995886,0.996075,0.996155,0.996236,0.996316,0.996396,0.996477,0.996557,0.996638,0.996718,0.996799,0.996879,0.996959,0.996983,0.997006,0.99703,0.997053,0.997077,0.9971,0.997124,0.997147,0.997171,0.997194,0.997218,0.997241,0.997264,0.997288,0.997311,0.997335,0.997358,0.997382,0.997405,0.997429,0.997452,0.997476,0.997499,0.997523,0.997546,0.997569,0.997593,0.997616,0.99764,0.997663,0.997687,0.99771,0.997734,0.997757,0.997781,0.997804,0.997828,0.997851,0.997875,0.997898,0.997921,0.997945,0.997968,0.997992,0.998015,0.998039,0.998062,0.998086,0.998109,0.998133,0.998156,0.99818,0.998203,0.998226,0.99825,0.998273,0.998297,0.99832,0.998344,0.998367,0.998391,0.998414,0.998438,0.998461,0.998485,0.998508,0.998532,0.998555,0.998578
